"lsoa11cd","lsoa11nm","BP_PRE_1900","BP_1900_1918","BP_1919_1929","BP_1930_1939","BP_1945_1954","BP_1955_1964","BP_1965_1972","BP_1973_1982","BP_1983_1992","BP_1993_1999","BP_2000_2009","BP_2010_2015","BP_UNKNOWN","ALL_PROPERTIES","MODE1_VAL","MODE1_TYPE","MODE1_PC","MODE2_VAL","MODE2_TYPE","MODE2_PC","MODE2_MODE1_RATIO"
"E01004214","Tower Hamlets 030A",20,0,0,0,0,10,460,140,30,0,0,0,0,660,460,"BP_1965_1972",0.7,140,"BP_1973_1982",0.21,0.3
"E01004215","Tower Hamlets 028A",1,0,0,0,40,170,220,40,100,220,670,150,110,1720,670,"BP_2000_2009",0.39,220,"BP_1993_1999",0.13,0.33
"E01004216","Tower Hamlets 030B",20,0,0,30,1,190,1,30,200,290,10,30,10,800,290,"BP_1993_1999",0.36,200,"BP_1983_1992",0.25,0.69
"E01004217","Tower Hamlets 030C",70,0,30,0,20,40,170,90,230,60,100,0,0,820,230,"BP_1983_1992",0.28,170,"BP_1965_1972",0.21,0.74
"E01004218","Tower Hamlets 030D",10,20,0,0,0,30,80,70,420,110,1,1,30,780,420,"BP_1983_1992",0.54,110,"BP_1993_1999",0.14,0.26
"E01004219","Tower Hamlets 028B",20,0,10,20,0,150,240,0,0,90,290,10,1,830,290,"BP_2000_2009",0.35,240,"BP_1965_1972",0.29,0.83
"E01004221","Tower Hamlets 028D",50,0,1,0,40,160,50,50,10,310,90,0,10,760,310,"BP_1993_1999",0.41,160,"BP_1955_1964",0.21,0.52
"E01004222","Tower Hamlets 001A",150,1,80,0,40,0,60,450,20,130,170,40,10,1140,450,"BP_1973_1982",0.39,170,"BP_2000_2009",0.15,0.38
"E01004223","Tower Hamlets 001B",100,0,0,0,0,60,280,150,30,140,200,0,10,970,280,"BP_1965_1972",0.29,200,"BP_2000_2009",0.21,0.71
"E01004224","Tower Hamlets 001C",50,1,0,0,0,130,60,90,20,50,500,10,10,920,500,"BP_2000_2009",0.54,130,"BP_1955_1964",0.14,0.26
"E01004225","Tower Hamlets 004A",520,130,10,0,0,30,0,0,40,140,310,110,1,1300,520,"BP_PRE_1900",0.4,310,"BP_2000_2009",0.24,0.6
"E01004226","Tower Hamlets 001D",80,1,1,0,40,90,280,40,10,90,80,200,10,910,280,"BP_1965_1972",0.31,200,"BP_2010_2015",0.22,0.71
"E01004228","Tower Hamlets 003A",510,10,0,0,1,0,1,140,50,40,70,10,10,840,510,"BP_PRE_1900",0.61,140,"BP_1973_1982",0.17,0.27
"E01004229","Tower Hamlets 004C",130,0,20,20,10,10,1,310,20,40,10,1,1,550,310,"BP_1973_1982",0.56,130,"BP_PRE_1900",0.24,0.42
"E01004230","Tower Hamlets 003B",290,10,0,50,30,60,150,120,20,40,40,1,1,810,290,"BP_PRE_1900",0.36,150,"BP_1965_1972",0.19,0.52
"E01004231","Tower Hamlets 004D",60,0,30,50,0,90,0,330,0,0,100,0,0,670,330,"BP_1973_1982",0.49,100,"BP_2000_2009",0.15,0.3
"E01004232","Tower Hamlets 003C",440,10,0,1,0,10,40,0,30,30,60,20,10,640,440,"BP_PRE_1900",0.69,60,"BP_2000_2009",0.09,0.14
"E01004233","Tower Hamlets 003D",1,0,10,1,20,0,400,190,0,50,60,120,30,890,400,"BP_1965_1972",0.45,190,"BP_1973_1982",0.21,0.48
"E01004234","Tower Hamlets 003E",620,10,20,1,90,20,1,0,60,30,10,10,20,890,620,"BP_PRE_1900",0.7,90,"BP_1945_1954",0.1,0.15
"E01004235","Tower Hamlets 008A",1,0,0,310,30,140,1,0,30,0,10,0,0,510,310,"BP_1930_1939",0.61,140,"BP_1955_1964",0.27,0.45
"E01004236","Tower Hamlets 008B",80,0,50,20,170,30,30,0,20,100,20,10,0,510,170,"BP_1945_1954",0.33,100,"BP_1993_1999",0.2,0.59
"E01004237","Tower Hamlets 008C",10,0,0,0,20,30,330,70,30,30,70,20,10,630,330,"BP_1965_1972",0.52,70,"BP_2000_2009",0.11,0.21
"E01004238","Tower Hamlets 008D",10,0,0,1,320,60,90,10,10,0,330,730,180,1740,730,"BP_2010_2015",0.42,330,"BP_2000_2009",0.19,0.45
"E01004239","Tower Hamlets 008E",1,0,40,0,70,1,0,270,80,50,20,0,1,540,270,"BP_1973_1982",0.5,80,"BP_1983_1992",0.15,0.3
"E01004240","Tower Hamlets 012A",40,0,0,0,0,250,50,210,0,0,10,1,1,560,250,"BP_1955_1964",0.45,210,"BP_1973_1982",0.38,0.84
"E01004241","Tower Hamlets 012B",30,10,1,1,0,270,100,100,10,1,40,10,0,570,270,"BP_1955_1964",0.47,100,"BP_1973_1982",0.18,0.37
"E01004242","Tower Hamlets 012C",20,10,60,170,20,80,130,1,0,70,390,810,10,1760,810,"BP_2010_2015",0.46,390,"BP_2000_2009",0.22,0.48
"E01004243","Tower Hamlets 020A",1,0,0,0,30,230,120,0,60,30,110,70,40,690,230,"BP_1955_1964",0.33,120,"BP_1965_1972",0.17,0.52
"E01004244","Tower Hamlets 020B",10,10,0,0,50,230,130,40,60,40,90,40,10,710,230,"BP_1955_1964",0.32,130,"BP_1965_1972",0.18,0.57
"E01004245","Tower Hamlets 018A",80,0,0,60,30,1,0,110,0,0,140,60,10,480,140,"BP_2000_2009",0.29,110,"BP_1973_1982",0.23,0.79
"E01004246","Tower Hamlets 018B",170,0,10,10,20,160,20,110,20,50,140,320,40,1060,320,"BP_2010_2015",0.3,170,"BP_PRE_1900",0.16,0.53
"E01004247","Tower Hamlets 020C",100,20,0,0,0,370,30,50,20,0,150,150,1,900,370,"BP_1955_1964",0.41,150,"BP_2010_2015",0.17,0.41
"E01004248","Tower Hamlets 018C",10,0,0,0,80,20,110,50,0,20,140,40,1,480,140,"BP_2000_2009",0.29,110,"BP_1965_1972",0.23,0.79
"E01004249","Tower Hamlets 018D",60,1,0,0,10,60,120,340,50,20,140,30,10,830,340,"BP_1973_1982",0.41,140,"BP_2000_2009",0.17,0.41
"E01004250","Tower Hamlets 020D",1,0,0,1,50,340,100,20,20,80,280,20,10,920,340,"BP_1955_1964",0.37,280,"BP_2000_2009",0.3,0.82
"E01004251","Tower Hamlets 023A",60,20,0,0,80,240,0,190,100,10,70,1,10,780,240,"BP_1955_1964",0.31,190,"BP_1973_1982",0.24,0.79
"E01004252","Tower Hamlets 024A",160,20,0,0,140,120,0,190,20,20,480,90,10,1240,480,"BP_2000_2009",0.39,190,"BP_1973_1982",0.15,0.4
"E01004253","Tower Hamlets 024B",10,0,20,10,150,160,50,270,40,30,10,250,110,1120,270,"BP_1973_1982",0.24,250,"BP_2010_2015",0.22,0.93
"E01004254","Tower Hamlets 023B",120,10,10,0,0,40,1,1,80,430,420,410,30,1550,430,"BP_1993_1999",0.28,420,"BP_2000_2009",0.27,0.98
"E01004255","Tower Hamlets 023C",30,20,80,30,90,110,0,0,20,180,120,20,1,700,180,"BP_1993_1999",0.26,120,"BP_2000_2009",0.17,0.67
"E01004256","Tower Hamlets 024C",20,0,110,10,60,100,60,140,0,100,20,1,0,620,140,"BP_1973_1982",0.23,110,"BP_1919_1929",0.18,0.79
"E01004257","Tower Hamlets 024D",60,0,20,190,120,140,40,40,0,0,10,10,20,650,190,"BP_1930_1939",0.29,140,"BP_1955_1964",0.22,0.74
"E01004258","Tower Hamlets 023D",70,0,20,0,0,40,110,60,90,350,1,0,1,750,350,"BP_1993_1999",0.47,110,"BP_1965_1972",0.15,0.31
"E01004259","Tower Hamlets 007A",170,70,1,110,150,60,40,60,90,40,10,10,1,820,170,"BP_PRE_1900",0.21,150,"BP_1945_1954",0.18,0.88
"E01004260","Tower Hamlets 007B",40,0,0,0,210,110,100,20,50,0,120,1,1,650,210,"BP_1945_1954",0.32,120,"BP_2000_2009",0.18,0.57
"E01004261","Tower Hamlets 010A",30,1,0,10,160,120,1,100,0,100,180,10,580,1300,580,"BP_UNKNOWN",0.45,180,"BP_2000_2009",0.14,0.31
"E01004262","Tower Hamlets 010B",110,1,1,0,100,60,60,80,40,20,80,0,1,550,110,"BP_PRE_1900",0.2,100,"BP_1945_1954",0.18,0.91
"E01004263","Tower Hamlets 007C",250,1,0,10,0,230,20,10,0,1,10,10,1,530,250,"BP_PRE_1900",0.47,230,"BP_1955_1964",0.43,0.92
"E01004264","Tower Hamlets 010C",1,0,0,0,370,10,1,70,0,1,0,0,0,460,370,"BP_1945_1954",0.8,70,"BP_1973_1982",0.15,0.19
"E01004266","Tower Hamlets 007D",170,60,1,1,1,60,80,130,60,30,1,0,1,590,170,"BP_PRE_1900",0.29,130,"BP_1973_1982",0.22,0.76
"E01004267","Tower Hamlets 012D",240,70,0,10,20,0,0,50,0,220,110,250,20,970,250,"BP_2010_2015",0.26,240,"BP_PRE_1900",0.25,0.96
"E01004268","Tower Hamlets 012E",10,30,0,0,0,30,280,240,0,20,90,40,0,740,280,"BP_1965_1972",0.38,240,"BP_1973_1982",0.32,0.86
"E01004269","Tower Hamlets 014A",60,1,30,0,40,70,210,240,10,30,80,180,1,940,240,"BP_1973_1982",0.26,210,"BP_1965_1972",0.22,0.88
"E01004270","Tower Hamlets 014B",270,30,0,10,10,20,130,120,10,60,110,120,1,880,270,"BP_PRE_1900",0.31,130,"BP_1965_1972",0.15,0.48
"E01004271","Tower Hamlets 014C",0,0,0,0,10,10,310,150,0,0,0,110,10,590,310,"BP_1965_1972",0.53,150,"BP_1973_1982",0.25,0.48
"E01004272","Tower Hamlets 014D",1,0,0,0,120,80,50,190,110,0,80,150,1,780,190,"BP_1973_1982",0.24,150,"BP_2010_2015",0.19,0.79
"E01004273","Tower Hamlets 014E",30,0,0,0,30,130,70,0,110,100,130,230,10,830,230,"BP_2010_2015",0.28,130,"BP_2000_2009",0.16,0.57
"E01004274","Tower Hamlets 031A",1,0,0,130,1,0,0,0,210,260,70,0,1,670,260,"BP_1993_1999",0.39,210,"BP_1983_1992",0.31,0.81
"E01004275","Tower Hamlets 031B",110,10,40,90,70,30,1,30,140,50,220,10,10,800,220,"BP_2000_2009",0.28,140,"BP_1983_1992",0.18,0.64
"E01004276","Tower Hamlets 031C",60,1,10,0,0,0,0,0,80,410,510,0,30,1090,510,"BP_2000_2009",0.47,410,"BP_1993_1999",0.38,0.8
"E01004277","Tower Hamlets 033A",110,0,0,0,0,1,0,1,170,390,470,0,1,1140,470,"BP_2000_2009",0.41,390,"BP_1993_1999",0.34,0.83
"E01004280","Tower Hamlets 032A",30,0,0,90,10,30,200,0,80,160,210,0,0,800,210,"BP_2000_2009",0.26,200,"BP_1965_1972",0.25,0.95
"E01004281","Tower Hamlets 031D",0,0,0,0,20,0,0,0,470,370,0,0,10,870,470,"BP_1983_1992",0.54,370,"BP_1993_1999",0.43,0.79
"E01004283","Tower Hamlets 016A",260,0,0,0,60,250,1,0,30,0,190,10,1,790,260,"BP_PRE_1900",0.33,250,"BP_1955_1964",0.32,0.96
"E01004284","Tower Hamlets 019A",60,0,10,0,1,10,0,60,1,160,600,580,10,1480,600,"BP_2000_2009",0.41,580,"BP_2010_2015",0.39,0.97
"E01004285","Tower Hamlets 019B",10,0,0,1,160,40,190,0,0,40,220,80,0,740,220,"BP_2000_2009",0.3,190,"BP_1965_1972",0.26,0.86
"E01004286","Tower Hamlets 019C",260,0,10,1,30,20,130,1,1,80,260,20,10,830,260,"BP_2000_2009",0.31,260,"BP_PRE_1900",0.31,1
"E01004287","Tower Hamlets 016B",90,0,0,20,0,90,480,90,0,10,120,0,0,890,480,"BP_1965_1972",0.54,120,"BP_2000_2009",0.13,0.25
"E01004288","Tower Hamlets 019D",140,0,0,10,0,260,50,0,0,60,30,10,0,560,260,"BP_1955_1964",0.46,140,"BP_PRE_1900",0.25,0.54
"E01004289","Tower Hamlets 016C",280,1,0,80,1,160,20,110,0,10,20,60,1,740,280,"BP_PRE_1900",0.38,160,"BP_1955_1964",0.22,0.57
"E01004290","Tower Hamlets 016D",140,1,0,10,90,60,0,80,90,80,30,220,1,810,220,"BP_2010_2015",0.27,140,"BP_PRE_1900",0.17,0.64
"E01004291","Tower Hamlets 027A",320,40,60,170,20,0,1,20,330,130,10,0,10,1100,330,"BP_1983_1992",0.3,320,"BP_PRE_1900",0.29,0.97
"E01004292","Tower Hamlets 026A",1,0,0,0,0,0,0,0,840,10,10,0,1,850,840,"BP_1983_1992",0.99,10,"BP_2000_2009",0.01,0.01
"E01004293","Tower Hamlets 027B",90,0,0,130,0,0,40,280,250,350,150,0,1,1290,350,"BP_1993_1999",0.27,280,"BP_1973_1982",0.22,0.8
"E01004294","Tower Hamlets 026B",300,10,0,20,0,0,0,90,250,170,130,10,1,960,300,"BP_PRE_1900",0.31,250,"BP_1983_1992",0.26,0.83
"E01004295","Tower Hamlets 026C",0,0,0,40,0,0,420,40,1,0,20,170,0,690,420,"BP_1965_1972",0.61,170,"BP_2010_2015",0.25,0.4
"E01004296","Tower Hamlets 026D",30,1,10,60,150,20,120,60,100,20,150,380,1,1090,380,"BP_2010_2015",0.35,150,"BP_2000_2009",0.14,0.39
"E01004297","Tower Hamlets 027C",260,0,140,40,40,0,0,120,330,80,1,0,1,1010,330,"BP_1983_1992",0.33,260,"BP_PRE_1900",0.26,0.79
"E01004298","Tower Hamlets 022A",50,0,0,0,50,50,40,60,30,170,230,0,0,680,230,"BP_2000_2009",0.34,170,"BP_1993_1999",0.25,0.74
"E01004300","Tower Hamlets 022B",160,0,1,1,0,70,100,160,10,20,0,30,0,560,160,"BP_1973_1982",0.29,160,"BP_PRE_1900",0.29,1
"E01004301","Tower Hamlets 025B",100,40,0,90,20,150,80,1,10,60,1,1,1,560,150,"BP_1955_1964",0.27,100,"BP_PRE_1900",0.18,0.67
"E01004302","Tower Hamlets 025C",0,30,0,70,120,0,0,0,0,0,240,20,1,480,240,"BP_2000_2009",0.5,120,"BP_1945_1954",0.25,0.5
"E01004303","Tower Hamlets 025D",40,20,0,80,0,140,20,120,340,10,350,20,1,1130,350,"BP_2000_2009",0.31,340,"BP_1983_1992",0.3,0.97
"E01004304","Tower Hamlets 022C",70,1,40,0,70,100,80,80,30,30,210,30,1,730,210,"BP_2000_2009",0.29,100,"BP_1955_1964",0.14,0.48
"E01004305","Tower Hamlets 022D",140,10,0,1,30,90,150,140,0,0,130,10,30,720,150,"BP_1965_1972",0.21,140,"BP_1973_1982",0.19,0.93
"E01004306","Tower Hamlets 015A",330,10,30,20,1,80,0,110,50,40,90,30,10,800,330,"BP_PRE_1900",0.41,110,"BP_1973_1982",0.14,0.33
"E01004307","Tower Hamlets 015B",440,60,10,80,1,110,40,50,30,210,240,730,10,2000,730,"BP_2010_2015",0.37,440,"BP_PRE_1900",0.22,0.6
"E01004308","Tower Hamlets 015C",70,20,0,20,40,110,90,120,20,0,40,1,0,520,120,"BP_1973_1982",0.23,110,"BP_1955_1964",0.21,0.92
"E01004309","Tower Hamlets 015D",120,0,10,110,130,80,80,90,80,50,300,260,1,1290,300,"BP_2000_2009",0.23,260,"BP_2010_2015",0.2,0.87
"E01004310","Tower Hamlets 015E",220,40,80,150,0,0,0,30,160,1,30,60,10,780,220,"BP_PRE_1900",0.28,160,"BP_1983_1992",0.21,0.73
"E01004311","Tower Hamlets 006A",110,1,20,1,1,140,150,170,40,1,20,60,0,720,170,"BP_1973_1982",0.24,150,"BP_1965_1972",0.21,0.88
"E01004312","Tower Hamlets 009A",0,0,20,40,180,150,60,160,0,0,30,1,1,640,180,"BP_1945_1954",0.28,160,"BP_1973_1982",0.25,0.89
"E01004313","Tower Hamlets 009B",100,0,1,1,130,340,30,1,20,10,100,60,20,790,340,"BP_1955_1964",0.43,130,"BP_1945_1954",0.16,0.38
"E01004314","Tower Hamlets 006B",350,30,1,10,1,40,10,0,60,0,10,1,1,520,350,"BP_PRE_1900",0.67,60,"BP_1983_1992",0.12,0.17
"E01004315","Tower Hamlets 006C",150,70,40,0,10,70,40,180,60,50,50,10,10,730,180,"BP_1973_1982",0.25,150,"BP_PRE_1900",0.21,0.83
"E01004316","Tower Hamlets 009C",180,240,1,0,0,0,20,0,0,10,20,50,1,520,240,"BP_1900_1918",0.46,180,"BP_PRE_1900",0.35,0.75
"E01004317","Tower Hamlets 009D",280,10,30,1,1,60,1,80,190,160,420,370,30,1630,420,"BP_2000_2009",0.26,370,"BP_2010_2015",0.23,0.88
"E01004318","Tower Hamlets 006D",110,0,20,130,40,220,30,0,70,20,30,40,1,700,220,"BP_1955_1964",0.31,130,"BP_1930_1939",0.19,0.59
"E01004319","Tower Hamlets 021A",40,1,70,50,140,140,30,40,40,10,40,230,30,850,230,"BP_2010_2015",0.27,140,"BP_1955_1964",0.16,0.61
"E01004321","Tower Hamlets 021C",390,20,30,10,80,120,30,10,90,1,70,20,10,880,390,"BP_PRE_1900",0.44,120,"BP_1955_1964",0.14,0.31
"E01004322","Tower Hamlets 017A",70,1,140,20,100,110,60,30,0,30,1,0,10,560,140,"BP_1919_1929",0.25,110,"BP_1955_1964",0.2,0.79
"E01004323","Tower Hamlets 017B",120,1,20,1,80,40,30,70,100,60,1,0,1,530,120,"BP_PRE_1900",0.23,100,"BP_1983_1992",0.19,0.83
"E01004324","Tower Hamlets 017C",30,0,0,0,110,370,0,20,0,1,30,0,0,550,370,"BP_1955_1964",0.67,110,"BP_1945_1954",0.2,0.3
"E01004325","Tower Hamlets 021D",480,20,10,40,1,20,90,0,1,1,560,320,230,1760,560,"BP_2000_2009",0.32,480,"BP_PRE_1900",0.27,0.86
"E01004326","Tower Hamlets 017D",100,10,10,60,70,190,90,30,60,0,80,10,1,710,190,"BP_1955_1964",0.27,100,"BP_PRE_1900",0.14,0.53
"E01004327","Waltham Forest 028A",210,40,0,0,10,10,0,50,120,0,30,1,1,470,210,"BP_PRE_1900",0.45,120,"BP_1983_1992",0.26,0.57
"E01004328","Waltham Forest 028B",350,200,1,20,20,1,0,10,40,0,1,1,10,670,350,"BP_PRE_1900",0.52,200,"BP_1900_1918",0.3,0.57
"E01004329","Waltham Forest 028C",660,0,10,0,0,0,0,0,0,0,1,1,1,680,660,"BP_PRE_1900",0.97,10,"BP_1919_1929",0.01,0.02
"E01004330","Waltham Forest 028D",520,80,0,0,1,0,10,0,10,0,0,0,1,630,520,"BP_PRE_1900",0.83,80,"BP_1900_1918",0.13,0.15
"E01004331","Waltham Forest 028E",610,30,10,10,10,0,0,10,0,20,1,1,1,690,610,"BP_PRE_1900",0.88,30,"BP_1900_1918",0.04,0.05
"E01004332","Waltham Forest 028F",430,20,10,1,110,20,0,30,0,0,10,10,10,640,430,"BP_PRE_1900",0.67,110,"BP_1945_1954",0.17,0.26
"E01004333","Waltham Forest 024A",280,30,1,10,20,120,0,100,0,0,30,1,10,600,280,"BP_PRE_1900",0.47,120,"BP_1955_1964",0.2,0.43
"E01004334","Waltham Forest 024B",30,1,0,1,1,120,230,150,60,0,10,0,1,600,230,"BP_1965_1972",0.38,150,"BP_1973_1982",0.25,0.65
"E01004335","Waltham Forest 027A",120,10,0,0,10,0,270,70,20,90,60,1,10,650,270,"BP_1965_1972",0.42,120,"BP_PRE_1900",0.18,0.44
"E01004336","Waltham Forest 026A",400,120,10,0,20,0,0,0,1,20,10,0,30,600,400,"BP_PRE_1900",0.67,120,"BP_1900_1918",0.2,0.3
"E01004337","Waltham Forest 027B",440,1,0,0,60,0,0,40,110,20,10,1,1,680,440,"BP_PRE_1900",0.65,110,"BP_1983_1992",0.16,0.25
"E01004338","Waltham Forest 027C",320,290,0,0,10,0,0,0,0,0,1,1,1,620,320,"BP_PRE_1900",0.52,290,"BP_1900_1918",0.47,0.91
"E01004339","Waltham Forest 027D",240,230,0,0,30,10,0,1,100,20,10,0,10,650,240,"BP_PRE_1900",0.37,230,"BP_1900_1918",0.35,0.96
"E01004340","Waltham Forest 027E",180,70,0,10,0,1,10,180,80,80,190,10,1,810,190,"BP_2000_2009",0.23,180,"BP_1973_1982",0.22,0.95
"E01004341","Waltham Forest 027F",260,30,10,1,10,0,0,0,0,170,130,20,30,640,260,"BP_PRE_1900",0.41,170,"BP_1993_1999",0.27,0.65
"E01004342","Waltham Forest 011A",220,160,70,170,10,50,0,1,1,1,10,10,10,710,220,"BP_PRE_1900",0.31,170,"BP_1930_1939",0.24,0.77
"E01004343","Waltham Forest 008A",1,230,320,70,1,1,20,0,0,0,10,1,1,660,320,"BP_1919_1929",0.48,230,"BP_1900_1918",0.35,0.72
"E01004344","Waltham Forest 008B",10,280,40,110,40,80,10,30,10,10,50,0,1,670,280,"BP_1900_1918",0.42,110,"BP_1930_1939",0.16,0.39
"E01004345","Waltham Forest 010A",250,200,130,50,1,1,1,10,0,0,0,0,1,640,250,"BP_PRE_1900",0.39,200,"BP_1900_1918",0.31,0.8
"E01004346","Waltham Forest 011B",1,20,150,370,10,0,0,10,0,0,1,1,1,560,370,"BP_1930_1939",0.66,150,"BP_1919_1929",0.27,0.41
"E01004347","Waltham Forest 011C",140,540,40,20,50,10,0,0,0,0,10,0,0,800,540,"BP_1900_1918",0.68,140,"BP_PRE_1900",0.18,0.26
"E01004348","Waltham Forest 010B",400,260,50,0,10,20,1,0,1,1,270,1,10,1010,400,"BP_PRE_1900",0.4,270,"BP_2000_2009",0.27,0.68
"E01004349","Waltham Forest 001A",1,10,0,180,350,0,1,10,0,0,1,10,1,560,350,"BP_1945_1954",0.63,180,"BP_1930_1939",0.32,0.51
"E01004350","Waltham Forest 001B",10,1,10,260,50,70,250,0,140,60,1,50,70,1000,260,"BP_1930_1939",0.26,250,"BP_1965_1972",0.25,0.96
"E01004351","Waltham Forest 001C",1,10,120,380,40,70,40,1,0,0,0,0,1,660,380,"BP_1930_1939",0.58,120,"BP_1919_1929",0.18,0.32
"E01004352","Waltham Forest 002A",80,270,90,60,10,70,80,40,30,30,70,0,10,830,270,"BP_1900_1918",0.33,90,"BP_1919_1929",0.11,0.33
"E01004353","Waltham Forest 002B",10,90,180,210,50,80,80,50,80,0,1,0,10,820,210,"BP_1930_1939",0.26,180,"BP_1919_1929",0.22,0.86
"E01004354","Waltham Forest 002C",190,90,260,120,10,20,20,30,20,0,10,10,1,780,260,"BP_1919_1929",0.33,190,"BP_PRE_1900",0.24,0.73
"E01004355","Waltham Forest 004A",10,70,30,150,0,180,90,120,30,0,10,0,1,700,180,"BP_1955_1964",0.26,150,"BP_1930_1939",0.21,0.83
"E01004356","Waltham Forest 001D",0,10,90,210,250,40,0,0,1,0,1,1,1,610,250,"BP_1945_1954",0.41,210,"BP_1930_1939",0.34,0.84
"E01004357","Waltham Forest 001E",0,0,100,260,30,40,20,130,0,0,1,10,10,590,260,"BP_1930_1939",0.44,130,"BP_1973_1982",0.22,0.5
"E01004358","Waltham Forest 002D",50,40,60,170,20,60,80,160,140,30,10,90,1,910,170,"BP_1930_1939",0.19,160,"BP_1973_1982",0.18,0.94
"E01004359","Waltham Forest 002E",10,90,100,330,10,10,0,40,20,0,10,10,0,620,330,"BP_1930_1939",0.53,100,"BP_1919_1929",0.16,0.3
"E01004360","Waltham Forest 004B",0,10,290,130,60,20,1,0,0,0,1,0,0,510,290,"BP_1919_1929",0.57,130,"BP_1930_1939",0.25,0.45
"E01004361","Waltham Forest 005A",0,10,150,350,10,10,1,0,0,0,1,1,0,520,350,"BP_1930_1939",0.67,150,"BP_1919_1929",0.29,0.43
"E01004362","Waltham Forest 021A",160,340,1,40,1,80,10,20,20,0,10,0,1,680,340,"BP_1900_1918",0.5,160,"BP_PRE_1900",0.24,0.47
"E01004363","Waltham Forest 019A",70,270,140,1,20,0,0,0,10,0,10,1,10,530,270,"BP_1900_1918",0.51,140,"BP_1919_1929",0.26,0.52
"E01004364","Waltham Forest 019B",70,160,160,40,70,30,0,0,0,0,10,70,40,640,160,"BP_1919_1929",0.25,160,"BP_1900_1918",0.25,1
"E01004365","Waltham Forest 020A",330,280,1,1,10,50,0,0,10,0,50,20,10,770,330,"BP_PRE_1900",0.43,280,"BP_1900_1918",0.36,0.85
"E01004366","Waltham Forest 019C",120,340,160,10,10,0,10,1,1,1,1,0,1,660,340,"BP_1900_1918",0.52,160,"BP_1919_1929",0.24,0.47
"E01004367","Waltham Forest 019D",120,340,60,10,10,1,10,0,0,0,1,10,1,560,340,"BP_1900_1918",0.61,120,"BP_PRE_1900",0.21,0.35
"E01004368","Waltham Forest 019E",130,410,10,50,10,50,30,20,1,0,30,0,1,740,410,"BP_1900_1918",0.55,130,"BP_PRE_1900",0.18,0.32
"E01004369","Waltham Forest 023A",200,390,0,20,20,10,0,0,0,0,0,30,10,670,390,"BP_1900_1918",0.58,200,"BP_PRE_1900",0.3,0.51
"E01004370","Waltham Forest 023B",230,330,20,30,1,10,20,0,0,0,10,0,10,660,330,"BP_1900_1918",0.5,230,"BP_PRE_1900",0.35,0.7
"E01004371","Waltham Forest 025A",130,450,10,0,0,0,0,0,10,0,30,0,1,630,450,"BP_1900_1918",0.71,130,"BP_PRE_1900",0.21,0.29
"E01004372","Waltham Forest 023C",520,140,10,20,20,1,0,0,0,10,1,0,1,720,520,"BP_PRE_1900",0.72,140,"BP_1900_1918",0.19,0.27
"E01004373","Waltham Forest 025B",470,90,10,1,0,30,0,10,20,1,1,30,10,680,470,"BP_PRE_1900",0.69,90,"BP_1900_1918",0.13,0.19
"E01004374","Waltham Forest 025C",420,260,10,10,10,0,0,0,0,0,10,0,0,710,420,"BP_PRE_1900",0.59,260,"BP_1900_1918",0.37,0.62
"E01004375","Waltham Forest 025D",190,390,30,1,20,20,1,0,10,10,10,10,10,710,390,"BP_1900_1918",0.55,190,"BP_PRE_1900",0.27,0.49
"E01004376","Waltham Forest 025E",360,270,0,1,1,0,0,0,0,1,10,1,10,660,360,"BP_PRE_1900",0.55,270,"BP_1900_1918",0.41,0.75
"E01004377","Waltham Forest 010C",20,60,130,310,40,30,1,1,0,0,40,1,1,630,310,"BP_1930_1939",0.49,130,"BP_1919_1929",0.21,0.42
"E01004378","Waltham Forest 010D",50,250,100,80,30,50,10,10,0,70,10,1,1,660,250,"BP_1900_1918",0.38,100,"BP_1919_1929",0.15,0.4
"E01004379","Waltham Forest 007A",80,120,170,70,10,10,30,50,0,0,0,170,1,700,170,"BP_2010_2015",0.24,170,"BP_1919_1929",0.24,1
"E01004380","Waltham Forest 007B",1,60,80,110,320,20,0,10,20,0,1,1,10,630,320,"BP_1945_1954",0.51,110,"BP_1930_1939",0.17,0.34
"E01004381","Waltham Forest 007C",30,410,150,80,0,10,0,1,0,0,0,60,20,750,410,"BP_1900_1918",0.55,150,"BP_1919_1929",0.2,0.37
"E01004382","Waltham Forest 008C",30,120,10,0,1,0,250,60,10,10,1,80,20,590,250,"BP_1965_1972",0.42,120,"BP_1900_1918",0.2,0.48
"E01004383","Waltham Forest 007D",10,70,270,200,1,10,0,1,1,0,20,1,1,590,270,"BP_1919_1929",0.46,200,"BP_1930_1939",0.34,0.74
"E01004384","Waltham Forest 003A",1,0,1,280,330,10,1,30,0,0,60,1,1,720,330,"BP_1945_1954",0.46,280,"BP_1930_1939",0.39,0.85
"E01004385","Waltham Forest 003B",30,280,1,90,120,30,50,1,60,0,10,1,1,670,280,"BP_1900_1918",0.42,120,"BP_1945_1954",0.18,0.43
"E01004386","Waltham Forest 003C",1,20,170,330,60,40,10,1,1,30,1,0,0,660,330,"BP_1930_1939",0.5,170,"BP_1919_1929",0.26,0.52
"E01004387","Waltham Forest 007E",1,40,170,220,20,30,40,10,1,0,10,0,1,530,220,"BP_1930_1939",0.42,170,"BP_1919_1929",0.32,0.77
"E01004388","Waltham Forest 007F",20,150,20,100,60,110,80,10,40,30,20,20,20,680,150,"BP_1900_1918",0.22,110,"BP_1955_1964",0.16,0.73
